"lid","reporter","indicator","unit"
88737,"Lithuania","(m) Current account","in % of GDP, cumulated"
140889,"Moldova","(m) Current account","in % of GDP, cumulated"
88759,"Montenegro","(m) Current account","in % of GDP, cumulated"
88742,"North Macedonia","(m) Current account","in % of GDP, cumulated"
88744,"Poland","(m) Current account","in % of GDP, cumulated"
88746,"Romania","(m) Current account","in % of GDP, cumulated"
88750,"Russia","(m) Current account","in % of GDP, cumulated"
88748,"Serbia","(m) Current account","in % of GDP, cumulated"
88754,"Slovakia","(m) Current account","in % of GDP, cumulated"
88752,"Slovenia","(m) Current account","in % of GDP, cumulated"
88756,"Turkey","(m) Current account","in % of GDP, cumulated"
88758,"Ukraine","(m) Current account","in % of GDP, cumulated"
53469,"Albania","(m) Gross external debt (GED), total","EUR m, end of period"
122183,"Belarus","(m) Gross external debt (GED), total","EUR m, end of period"
1104,"Bosnia and Herzegovina","(m) Gross external debt (GED), total","EUR m, end of period"
1094,"Bulgaria","(m) Gross external debt (GED), total","EUR m, end of period"
1095,"Croatia","(m) Gross external debt (GED), total","EUR m, end of period"
1096,"Czechia","(m) Gross external debt (GED), total","EUR m, end of period"
32972,"Estonia","(m) Gross external debt (GED), total","EUR m, end of period"
1097,"Hungary","(m) Gross external debt (GED), total","EUR m, end of period"
62141,"Kazakhstan","(m) Gross external debt (GED), total","EUR m, end of period"
122320,"Kosovo","(m) Gross external debt (GED), total","EUR m, end of period"
32973,"Latvia","(m) Gross external debt (GED), total","EUR m, end of period"
32975,"Lithuania","(m) Gross external debt (GED), total","EUR m, end of period"
140890,"Moldova","(m) Gross external debt (GED), total","EUR m, end of period"
81643,"Montenegro","(m) Gross external debt (GED), total","EUR m, end of period"
1105,"North Macedonia","(m) Gross external debt (GED), total","EUR m, end of period"
1098,"Poland","(m) Gross external debt (GED), total","EUR m, end of period"
1099,"Romania","(m) Gross external debt (GED), total","EUR m, end of period"
1100,"Russia","(m) Gross external debt (GED), total","EUR m, end of period"
1106,"Serbia","(m) Gross external debt (GED), total","EUR m, end of period"
1101,"Slovakia","(m) Gross external debt (GED), total","EUR m, end of period"
1102,"Slovenia","(m) Gross external debt (GED), total","EUR m, end of period"
77644,"Turkey","(m) Gross external debt (GED), total","EUR m, end of period"
1103,"Ukraine","(m) Gross external debt (GED), total","EUR m, end of period"
117747,"Albania","(m) Gross external debt (GED), total","in % of GDP"
123214,"Belarus","(m) Gross external debt (GED), total","in % of GDP"
117748,"Bosnia and Herzegovina","(m) Gross external debt (GED), total","in % of GDP"
117749,"Bulgaria","(m) Gross external debt (GED), total","in % of GDP"
117752,"Croatia","(m) Gross external debt (GED), total","in % of GDP"
117750,"Czechia","(m) Gross external debt (GED), total","in % of GDP"
117751,"Estonia","(m) Gross external debt (GED), total","in % of GDP"
117753,"Hungary","(m) Gross external debt (GED), total","in % of GDP"
117754,"Kazakhstan","(m) Gross external debt (GED), total","in % of GDP"
122321,"Kosovo","(m) Gross external debt (GED), total","in % of GDP"
117756,"Latvia","(m) Gross external debt (GED), total","in % of GDP"
117755,"Lithuania","(m) Gross external debt (GED), total","in % of GDP"
140892,"Moldova","(m) Gross external debt (GED), total","in % of GDP"
117757,"Montenegro","(m) Gross external debt (GED), total","in % of GDP"
117758,"North Macedonia","(m) Gross external debt (GED), total","in % of GDP"
117759,"Poland","(m) Gross external debt (GED), total","in % of GDP"
117760,"Romania","(m) Gross external debt (GED), total","in % of GDP"
117762,"Russia","(m) Gross external debt (GED), total","in % of GDP"
117761,"Serbia","(m) Gross external debt (GED), total","in % of GDP"
117764,"Slovakia","(m) Gross external debt (GED), total","in % of GDP"
117763,"Slovenia","(m) Gross external debt (GED), total","in % of GDP"
117765,"Turkey","(m) Gross external debt (GED), total","in % of GDP"
117766,"Ukraine","(m) Gross external debt (GED), total","in % of GDP"
142256,"Albania","(m) GED by maturity, short-term","EUR m, end of period"
142250,"Belarus","(m) GED by maturity, short-term","EUR m, end of period"
142257,"Bulgaria","(m) GED by maturity, short-term","EUR m, end of period"
142260,"Croatia","(m) GED by maturity, short-term","EUR m, end of period"
142258,"Czechia","(m) GED by maturity, short-term","EUR m, end of period"
142259,"Estonia","(m) GED by maturity, short-term","EUR m, end of period"
142261,"Hungary","(m) GED by maturity, short-term","EUR m, end of period"
142251,"Kazakhstan","(m) GED by maturity, short-term","EUR m, end of period"
142271,"Kosovo","(m) GED by maturity, short-term","EUR m, end of period"
142263,"Latvia","(m) GED by maturity, short-term","EUR m, end of period"
142262,"Lithuania","(m) GED by maturity, short-term","EUR m, end of period"
142252,"Moldova","(m) GED by maturity, short-term","EUR m, end of period"
142264,"Montenegro","(m) GED by maturity, short-term","EUR m, end of period"
142265,"North Macedonia","(m) GED by maturity, short-term","EUR m, end of period"
142266,"Poland","(m) GED by maturity, short-term","EUR m, end of period"
142267,"Romania","(m) GED by maturity, short-term","EUR m, end of period"
142253,"Russia","(m) GED by maturity, short-term","EUR m, end of period"
142268,"Serbia","(m) GED by maturity, short-term","EUR m, end of period"
142270,"Slovakia","(m) GED by maturity, short-term","EUR m, end of period"
142269,"Slovenia","(m) GED by maturity, short-term","EUR m, end of period"
142254,"Turkey","(m) GED by maturity, short-term","EUR m, end of period"
142255,"Ukraine","(m) GED by maturity, short-term","EUR m, end of period"
142279,"Albania","(m) GED by maturity, short-term","in % of GDP"
142273,"Belarus","(m) GED by maturity, short-term","in % of GDP"
142280,"Bulgaria","(m) GED by maturity, short-term","in % of GDP"
142283,"Croatia","(m) GED by maturity, short-term","in % of GDP"
142281,"Czechia","(m) GED by maturity, short-term","in % of GDP"
142282,"Estonia","(m) GED by maturity, short-term","in % of GDP"
142284,"Hungary","(m) GED by maturity, short-term","in % of GDP"
142274,"Kazakhstan","(m) GED by maturity, short-term","in % of GDP"
142294,"Kosovo","(m) GED by maturity, short-term","in % of GDP"
142286,"Latvia","(m) GED by maturity, short-term","in % of GDP"
142285,"Lithuania","(m) GED by maturity, short-term","in % of GDP"
142287,"Moldova","(m) GED by maturity, short-term","in % of GDP"
142288,"Montenegro","(m) GED by maturity, short-term","in % of GDP"
142275,"North Macedonia","(m) GED by maturity, short-term","in % of GDP"
142289,"Poland","(m) GED by maturity, short-term","in % of GDP"
142290,"Romania","(m) GED by maturity, short-term","in % of GDP"
142276,"Russia","(m) GED by maturity, short-term","in % of GDP"
142291,"Serbia","(m) GED by maturity, short-term","in % of GDP"
142293,"Slovakia","(m) GED by maturity, short-term","in % of GDP"
142292,"Slovenia","(m) GED by maturity, short-term","in % of GDP"
142277,"Turkey","(m) GED by maturity, short-term","in % of GDP"
142278,"Ukraine","(m) GED by maturity, short-term","in % of GDP"
142309,"Albania","(m) GED by maturity, long-term","EUR m, end of period"
142303,"Belarus","(m) GED by maturity, long-term","EUR m, end of period"
142310,"Bulgaria","(m) GED by maturity, long-term","EUR m, end of period"
142313,"Croatia","(m) GED by maturity, long-term","EUR m, end of period"
142311,"Czechia","(m) GED by maturity, long-term","EUR m, end of period"
142312,"Estonia","(m) GED by maturity, long-term","EUR m, end of period"
142314,"Hungary","(m) GED by maturity, long-term","EUR m, end of period"
142304,"Kazakhstan","(m) GED by maturity, long-term","EUR m, end of period"
142324,"Kosovo","(m) GED by maturity, long-term","EUR m, end of period"
142316,"Latvia","(m) GED by maturity, long-term","EUR m, end of period"
142315,"Lithuania","(m) GED by maturity, long-term","EUR m, end of period"
142305,"Moldova","(m) GED by maturity, long-term","EUR m, end of period"
142317,"Montenegro","(m) GED by maturity, long-term","EUR m, end of period"
142318,"North Macedonia","(m) GED by maturity, long-term","EUR m, end of period"
142319,"Poland","(m) GED by maturity, long-term","EUR m, end of period"
142320,"Romania","(m) GED by maturity, long-term","EUR m, end of period"
142306,"Russia","(m) GED by maturity, long-term","EUR m, end of period"
142321,"Serbia","(m) GED by maturity, long-term","EUR m, end of period"
142323,"Slovakia","(m) GED by maturity, long-term","EUR m, end of period"
142322,"Slovenia","(m) GED by maturity, long-term","EUR m, end of period"
142307,"Turkey","(m) GED by maturity, long-term","EUR m, end of period"
142308,"Ukraine","(m) GED by maturity, long-term","EUR m, end of period"
142332,"Albania","(m) GED by maturity, long-term","in % of GDP"
142326,"Belarus","(m) GED by maturity, long-term","in % of GDP"
142333,"Bulgaria","(m) GED by maturity, long-term","in % of GDP"
142336,"Croatia","(m) GED by maturity, long-term","in % of GDP"
142334,"Czechia","(m) GED by maturity, long-term","in % of GDP"
142335,"Estonia","(m) GED by maturity, long-term","in % of GDP"
142337,"Hungary","(m) GED by maturity, long-term","in % of GDP"
142327,"Kazakhstan","(m) GED by maturity, long-term","in % of GDP"
142347,"Kosovo","(m) GED by maturity, long-term","in % of GDP"
142339,"Latvia","(m) GED by maturity, long-term","in % of GDP"
142338,"Lithuania","(m) GED by maturity, long-term","in % of GDP"
142340,"Moldova","(m) GED by maturity, long-term","in % of GDP"
142341,"Montenegro","(m) GED by maturity, long-term","in % of GDP"
142328,"North Macedonia","(m) GED by maturity, long-term","in % of GDP"
142342,"Poland","(m) GED by maturity, long-term","in % of GDP"
142343,"Romania","(m) GED by maturity, long-term","in % of GDP"
142329,"Russia","(m) GED by maturity, long-term","in % of GDP"
142344,"Serbia","(m) GED by maturity, long-term","in % of GDP"
142346,"Slovakia","(m) GED by maturity, long-term","in % of GDP"
142345,"Slovenia","(m) GED by maturity, long-term","in % of GDP"
142330,"Turkey","(m) GED by maturity, long-term","in % of GDP"
142331,"Ukraine","(m) GED by maturity, long-term","in % of GDP"
142362,"Albania","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142356,"Belarus","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142355,"Bosnia and Herzegovina","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142363,"Bulgaria","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142366,"Croatia","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142364,"Czechia","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142365,"Estonia","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142367,"Hungary","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142357,"Kazakhstan","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142377,"Kosovo","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142369,"Latvia","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142368,"Lithuania","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142358,"Moldova","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142370,"Montenegro","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142371,"North Macedonia","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142372,"Poland","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142373,"Romania","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142359,"Russia","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142374,"Serbia","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142376,"Slovakia","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142375,"Slovenia","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142360,"Turkey","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142361,"Ukraine","(m) GED by sectors, General Government (S13)","EUR m, end of period"
142385,"Albania","(m) GED by sectors, General Government (S13)","in % of GDP"
142379,"Belarus","(m) GED by sectors, General Government (S13)","in % of GDP"
142378,"Bosnia and Herzegovina","(m) GED by sectors, General Government (S13)","in % of GDP"
142386,"Bulgaria","(m) GED by sectors, General Government (S13)","in % of GDP"
142389,"Croatia","(m) GED by sectors, General Government (S13)","in % of GDP"
142387,"Czechia","(m) GED by sectors, General Government (S13)","in % of GDP"
142388,"Estonia","(m) GED by sectors, General Government (S13)","in % of GDP"
142390,"Hungary","(m) GED by sectors, General Government (S13)","in % of GDP"
142380,"Kazakhstan","(m) GED by sectors, General Government (S13)","in % of GDP"
142400,"Kosovo","(m) GED by sectors, General Government (S13)","in % of GDP"
142392,"Latvia","(m) GED by sectors, General Government (S13)","in % of GDP"
142391,"Lithuania","(m) GED by sectors, General Government (S13)","in % of GDP"
142393,"Moldova","(m) GED by sectors, General Government (S13)","in % of GDP"
142394,"Montenegro","(m) GED by sectors, General Government (S13)","in % of GDP"
142381,"North Macedonia","(m) GED by sectors, General Government (S13)","in % of GDP"
142395,"Poland","(m) GED by sectors, General Government (S13)","in % of GDP"
142396,"Romania","(m) GED by sectors, General Government (S13)","in % of GDP"
142382,"Russia","(m) GED by sectors, General Government (S13)","in % of GDP"
142397,"Serbia","(m) GED by sectors, General Government (S13)","in % of GDP"
142399,"Slovakia","(m) GED by sectors, General Government (S13)","in % of GDP"
142398,"Slovenia","(m) GED by sectors, General Government (S13)","in % of GDP"
142383,"Turkey","(m) GED by sectors, General Government (S13)","in % of GDP"
142384,"Ukraine","(m) GED by sectors, General Government (S13)","in % of GDP"
142415,"Albania","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142409,"Belarus","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142416,"Bulgaria","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142419,"Croatia","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142417,"Czechia","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142418,"Estonia","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142420,"Hungary","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142410,"Kazakhstan","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142430,"Kosovo","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142422,"Latvia","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142421,"Lithuania","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142411,"Moldova","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142423,"Montenegro","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142424,"North Macedonia","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142425,"Poland","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142426,"Romania","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142412,"Russia","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142429,"Slovakia","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142428,"Slovenia","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142413,"Turkey","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142414,"Ukraine","(m) GED by sectors, Central bank (S121)","EUR m, end of period"
142438,"Albania","(m) GED by sectors, Central bank (S121)","in % of GDP"
142432,"Belarus","(m) GED by sectors, Central bank (S121)","in % of GDP"
142439,"Bulgaria","(m) GED by sectors, Central bank (S121)","in % of GDP"
142442,"Croatia","(m) GED by sectors, Central bank (S121)","in % of GDP"
142440,"Czechia","(m) GED by sectors, Central bank (S121)","in % of GDP"
142441,"Estonia","(m) GED by sectors, Central bank (S121)","in % of GDP"
142443,"Hungary","(m) GED by sectors, Central bank (S121)","in % of GDP"
142433,"Kazakhstan","(m) GED by sectors, Central bank (S121)","in % of GDP"
142453,"Kosovo","(m) GED by sectors, Central bank (S121)","in % of GDP"
142445,"Latvia","(m) GED by sectors, Central bank (S121)","in % of GDP"
142444,"Lithuania","(m) GED by sectors, Central bank (S121)","in % of GDP"
142446,"Moldova","(m) GED by sectors, Central bank (S121)","in % of GDP"
142447,"Montenegro","(m) GED by sectors, Central bank (S121)","in % of GDP"
142434,"North Macedonia","(m) GED by sectors, Central bank (S121)","in % of GDP"
142448,"Poland","(m) GED by sectors, Central bank (S121)","in % of GDP"
142449,"Romania","(m) GED by sectors, Central bank (S121)","in % of GDP"
142435,"Russia","(m) GED by sectors, Central bank (S121)","in % of GDP"
142452,"Slovakia","(m) GED by sectors, Central bank (S121)","in % of GDP"
142451,"Slovenia","(m) GED by sectors, Central bank (S121)","in % of GDP"
142436,"Turkey","(m) GED by sectors, Central bank (S121)","in % of GDP"
142437,"Ukraine","(m) GED by sectors, Central bank (S121)","in % of GDP"
142468,"Albania","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142462,"Belarus","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142469,"Bulgaria","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142472,"Croatia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142470,"Czechia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142471,"Estonia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142473,"Hungary","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142463,"Kazakhstan","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142483,"Kosovo","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142475,"Latvia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142474,"Lithuania","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142464,"Moldova","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142476,"Montenegro","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142477,"North Macedonia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142478,"Poland","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142479,"Romania","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142465,"Russia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142480,"Serbia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142482,"Slovakia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142481,"Slovenia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142466,"Turkey","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142467,"Ukraine","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","EUR m, end of period"
142491,"Albania","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142485,"Belarus","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142492,"Bulgaria","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142495,"Croatia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142493,"Czechia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142494,"Estonia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142496,"Hungary","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142486,"Kazakhstan","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142506,"Kosovo","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142498,"Latvia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142497,"Lithuania","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142499,"Moldova","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142500,"Montenegro","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142487,"North Macedonia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142501,"Poland","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142502,"Romania","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142488,"Russia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142503,"Serbia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142505,"Slovakia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142504,"Slovenia","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142489,"Turkey","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142490,"Ukraine","(m) GED by sectors, Other monetary financial institutions - MFI (S122+S123)","in % of GDP"
142521,"Albania","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142515,"Belarus","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142522,"Bulgaria","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142525,"Croatia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142523,"Czechia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142524,"Estonia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142526,"Hungary","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142516,"Kazakhstan","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142536,"Kosovo","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142528,"Latvia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142527,"Lithuania","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142517,"Moldova","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142529,"Montenegro","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142530,"North Macedonia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142531,"Poland","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142532,"Romania","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142518,"Russia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142533,"Serbia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142535,"Slovakia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142534,"Slovenia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142519,"Turkey","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142520,"Ukraine","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","EUR m, end of period"
142544,"Albania","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142538,"Belarus","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142545,"Bulgaria","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142548,"Croatia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142546,"Czechia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142547,"Estonia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142549,"Hungary","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142539,"Kazakhstan","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142559,"Kosovo","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142551,"Latvia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142550,"Lithuania","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142552,"Moldova","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142553,"Montenegro","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142540,"North Macedonia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142554,"Poland","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142555,"Romania","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142541,"Russia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142556,"Serbia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142558,"Slovakia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142557,"Slovenia","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142542,"Turkey","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142543,"Ukraine","(m) GED by sectors, Other sectors (S11+S14+S15+S12M)","in % of GDP"
142574,"Albania","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142568,"Belarus","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142575,"Bulgaria","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142578,"Croatia","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142576,"Czechia","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142577,"Estonia","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142579,"Hungary","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142569,"Kazakhstan","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142589,"Kosovo","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142581,"Latvia","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142580,"Lithuania","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142570,"Moldova","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142582,"Montenegro","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142583,"North Macedonia","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142584,"Poland","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142585,"Romania","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142571,"Russia","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142588,"Slovakia","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142587,"Slovenia","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142572,"Turkey","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142573,"Ukraine","(m) GED by sectors, Direct investment intercompany lending","EUR m, end of period"
142597,"Albania","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142591,"Belarus","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142598,"Bulgaria","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142601,"Croatia","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142599,"Czechia","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142600,"Estonia","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142602,"Hungary","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142592,"Kazakhstan","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142612,"Kosovo","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142604,"Latvia","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142603,"Lithuania","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142605,"Moldova","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142606,"Montenegro","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142593,"North Macedonia","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142607,"Poland","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142608,"Romania","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142594,"Russia","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
142611,"Slovakia","(m) GED by sectors, Direct investment intercompany lending","in % of GDP"
