"lid","reporter","indicator","unit"
91321,"Turkey","(m) Government final consumption expenditure","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91322,"Ukraine","(m) Government final consumption expenditure","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
89872,"Albania","(m) Gross capital formation","NCU m (incl. 'euro fixed' series)"
90136,"Albania","(m) Gross capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90928,"Albania","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
140669,"Moldova","(m) Gross capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
91125,"Albania","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
140670,"Moldova","(m) Gross capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91324,"Albania","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91327,"Belarus","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91325,"Bosnia and Herzegovina","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91326,"Bulgaria","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91330,"Croatia","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91328,"Czechia","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91329,"Estonia","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91331,"Hungary","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91332,"Kazakhstan","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91345,"Kosovo","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91334,"Latvia","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91333,"Lithuania","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
140671,"Moldova","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91335,"Montenegro","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91336,"North Macedonia","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91337,"Poland","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91338,"Romania","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91340,"Russia","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91339,"Serbia","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91342,"Slovakia","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91341,"Slovenia","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91343,"Turkey","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91344,"Ukraine","(m) Gross capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
104574,"Albania","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
140672,"Moldova","(m) Gross capital formation","contribution to GDP growth, percentage point change on the period of previous year"
90400,"Albania","(m) Gross capital formation","in % of GDP"
90664,"Albania","(m) Gross capital formation","in % of GDP, cumulated"
89915,"Kosovo","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
89906,"North Macedonia","(m) Gross fixed capital formation","NCU m (incl. 'euro fixed' series)"
90179,"Kosovo","(m) Gross fixed capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90170,"North Macedonia","(m) Gross fixed capital formation","NCU m, cumulated (incl. 'euro fixed' series)"
90971,"Kosovo","(m) Gross fixed capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
90962,"North Macedonia","(m) Gross fixed capital formation","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
91168,"Kosovo","(m) Gross fixed capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91159,"North Macedonia","(m) Gross fixed capital formation","index real, corresponding period of previous year = 100 (quarterly data)"
91346,"Albania","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91349,"Belarus","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91347,"Bosnia and Herzegovina","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91348,"Bulgaria","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91352,"Croatia","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91350,"Czechia","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91351,"Estonia","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91353,"Hungary","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91354,"Kazakhstan","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91367,"Kosovo","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91356,"Latvia","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91355,"Lithuania","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
140679,"Moldova","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91357,"Montenegro","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91358,"North Macedonia","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91359,"Poland","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91360,"Romania","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91362,"Russia","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91361,"Serbia","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91364,"Slovakia","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91363,"Slovenia","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91365,"Turkey","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91366,"Ukraine","(m) Gross fixed capital formation","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
104677,"Kosovo","(m) Gross fixed capital formation","contribution to GDP growth, percentage point change on the period of previous year"
104668,"North Macedonia","(m) Gross fixed capital formation","contribution to GDP growth, percentage point change on the period of previous year"
90443,"Kosovo","(m) Gross fixed capital formation","in % of GDP"
90434,"North Macedonia","(m) Gross fixed capital formation","in % of GDP"
90707,"Kosovo","(m) Gross fixed capital formation","in % of GDP, cumulated"
90698,"North Macedonia","(m) Gross fixed capital formation","in % of GDP, cumulated"
89916,"Albania","(m) Change in inventories","NCU m (incl. 'euro fixed' series)"
89937,"Kosovo","(m) Change in inventories","NCU m (incl. 'euro fixed' series)"
89928,"North Macedonia","(m) Change in inventories","NCU m (incl. 'euro fixed' series)"
90180,"Albania","(m) Change in inventories","NCU m, cumulated (incl. 'euro fixed' series)"
90201,"Kosovo","(m) Change in inventories","NCU m, cumulated (incl. 'euro fixed' series)"
90192,"North Macedonia","(m) Change in inventories","NCU m, cumulated (incl. 'euro fixed' series)"
104678,"Albania","(m) Change in inventories","contribution to GDP growth, percentage point change on the period of previous year"
104699,"Kosovo","(m) Change in inventories","contribution to GDP growth, percentage point change on the period of previous year"
140685,"Moldova","(m) Change in inventories","contribution to GDP growth, percentage point change on the period of previous year"
104690,"North Macedonia","(m) Change in inventories","contribution to GDP growth, percentage point change on the period of previous year"
90444,"Albania","(m) Change in inventories","in % of GDP"
90465,"Kosovo","(m) Change in inventories","in % of GDP"
90456,"North Macedonia","(m) Change in inventories","in % of GDP"
90708,"Albania","(m) Change in inventories","in % of GDP, cumulated"
90729,"Kosovo","(m) Change in inventories","in % of GDP, cumulated"
90720,"North Macedonia","(m) Change in inventories","in % of GDP, cumulated"
91368,"Albania","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91371,"Belarus","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91369,"Bosnia and Herzegovina","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91370,"Bulgaria","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91374,"Croatia","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91372,"Czechia","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91373,"Estonia","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91375,"Hungary","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91376,"Kazakhstan","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91389,"Kosovo","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91378,"Latvia","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91377,"Lithuania","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
140697,"Moldova","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91379,"Montenegro","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91380,"North Macedonia","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91381,"Poland","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91382,"Romania","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91384,"Russia","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91383,"Serbia","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91386,"Slovakia","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91385,"Slovenia","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91387,"Turkey","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91388,"Ukraine","(m) Exports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91390,"Albania","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91393,"Belarus","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91391,"Bosnia and Herzegovina","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91392,"Bulgaria","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91396,"Croatia","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91394,"Czechia","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91395,"Estonia","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91397,"Hungary","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91398,"Kazakhstan","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91411,"Kosovo","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91400,"Latvia","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91399,"Lithuania","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
140705,"Moldova","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91401,"Montenegro","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91402,"North Macedonia","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91403,"Poland","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91404,"Romania","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91406,"Russia","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91405,"Serbia","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91408,"Slovakia","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91407,"Slovenia","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91409,"Turkey","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
91410,"Ukraine","(m) Imports of goods and services","index real, cumulated corresp. period of prev. year = 100 (quarterly data)"
90004,"Albania","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90006,"Bulgaria","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90010,"Croatia","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90008,"Czechia","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90011,"Hungary","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90025,"Kosovo","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90014,"Latvia","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90013,"Lithuania","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
140709,"Moldova","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90015,"Montenegro","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90016,"North Macedonia","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90017,"Poland","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90018,"Romania","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90019,"Serbia","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90022,"Slovakia","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90021,"Slovenia","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90024,"Ukraine","(m) Statistical discrepancy","NCU m (incl. 'euro fixed' series)"
90268,"Albania","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90270,"Bulgaria","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90274,"Croatia","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90272,"Czechia","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90275,"Hungary","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90289,"Kosovo","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90278,"Latvia","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90277,"Lithuania","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
140710,"Moldova","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90279,"Montenegro","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90280,"North Macedonia","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90281,"Poland","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90282,"Romania","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90283,"Serbia","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90286,"Slovakia","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90285,"Slovenia","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
90288,"Ukraine","(m) Statistical discrepancy","NCU m, cumulated (incl. 'euro fixed' series)"
104766,"Albania","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104767,"Bulgaria","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104769,"Croatia","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104768,"Czechia","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104770,"Hungary","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104780,"Kosovo","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104772,"Latvia","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104771,"Lithuania","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
140711,"Moldova","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104773,"Montenegro","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104774,"North Macedonia","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104775,"Poland","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104776,"Romania","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104777,"Serbia","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104786,"Slovakia","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104778,"Slovenia","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
104779,"Ukraine","(m) Statistical discrepancy","contribution to GDP growth, percentage point change on the period of previous year"
90532,"Albania","(m) Statistical discrepancy","in % of GDP"
90534,"Bulgaria","(m) Statistical discrepancy","in % of GDP"
90538,"Croatia","(m) Statistical discrepancy","in % of GDP"
90536,"Czechia","(m) Statistical discrepancy","in % of GDP"
90539,"Hungary","(m) Statistical discrepancy","in % of GDP"
90553,"Kosovo","(m) Statistical discrepancy","in % of GDP"
90542,"Latvia","(m) Statistical discrepancy","in % of GDP"
90541,"Lithuania","(m) Statistical discrepancy","in % of GDP"
140712,"Moldova","(m) Statistical discrepancy","in % of GDP"
90543,"Montenegro","(m) Statistical discrepancy","in % of GDP"
90544,"North Macedonia","(m) Statistical discrepancy","in % of GDP"
90545,"Poland","(m) Statistical discrepancy","in % of GDP"
90546,"Romania","(m) Statistical discrepancy","in % of GDP"
90547,"Serbia","(m) Statistical discrepancy","in % of GDP"
90550,"Slovakia","(m) Statistical discrepancy","in % of GDP"
90549,"Slovenia","(m) Statistical discrepancy","in % of GDP"
90552,"Ukraine","(m) Statistical discrepancy","in % of GDP"
90796,"Albania","(m) Statistical discrepancy","in % of GDP, cumulated"
90798,"Bulgaria","(m) Statistical discrepancy","in % of GDP, cumulated"
90802,"Croatia","(m) Statistical discrepancy","in % of GDP, cumulated"
90800,"Czechia","(m) Statistical discrepancy","in % of GDP, cumulated"
90803,"Hungary","(m) Statistical discrepancy","in % of GDP, cumulated"
90817,"Kosovo","(m) Statistical discrepancy","in % of GDP, cumulated"
90806,"Latvia","(m) Statistical discrepancy","in % of GDP, cumulated"
90805,"Lithuania","(m) Statistical discrepancy","in % of GDP, cumulated"
140713,"Moldova","(m) Statistical discrepancy","in % of GDP, cumulated"
90807,"Montenegro","(m) Statistical discrepancy","in % of GDP, cumulated"
90808,"North Macedonia","(m) Statistical discrepancy","in % of GDP, cumulated"
90809,"Poland","(m) Statistical discrepancy","in % of GDP, cumulated"
90810,"Romania","(m) Statistical discrepancy","in % of GDP, cumulated"
90811,"Serbia","(m) Statistical discrepancy","in % of GDP, cumulated"
90814,"Slovakia","(m) Statistical discrepancy","in % of GDP, cumulated"
90813,"Slovenia","(m) Statistical discrepancy","in % of GDP, cumulated"
90816,"Ukraine","(m) Statistical discrepancy","in % of GDP, cumulated"
102935,"Russia","(m) Industrial output (BCD - NACE Rev. 2)","index real, monthly average, 2020 = 100"
120158,"Ukraine","(m) Industrial output (BCD - NACE Rev. 2)","index real, monthly average, 2016 = 100"
119337,"Austria","(m) Industrial output (BCD - NACE Rev. 2)","index real, monthly average, 2015 = 100"
122189,"Belarus","(m) Industrial output (BCD - NACE Rev. 2)","index real, monthly average, 2015 = 100"
141079,"Germany","(m) Industrial output (BCD - NACE Rev. 2)","index real, monthly average, 2015 = 100"
59229,"Kazakhstan","(m) Industrial output (BCD - NACE Rev. 2)","index real, monthly average, 2015 = 100"
140945,"Moldova","(m) Industrial output (BCD - NACE Rev. 2)","index real, monthly average, 2010 = 100"
2100,"Poland","(m) Industrial output (BCD - NACE Rev. 2)","index real, monthly average, 2005 = 100"
2103,"Slovenia","(m) Industrial output (BCD - NACE Rev. 2)","index real, monthly average, 2005 = 100"
122190,"Belarus","(m) Industrial output (BCD - NACE Rev. 2)","index real, previous period = 100"
119338,"Austria","(m) Industrial output (BCD - NACE Rev. 2)","index real, corresponding period of previous year = 100"
141080,"Germany","(m) Industrial output (BCD - NACE Rev. 2)","index real, corresponding period of previous year = 100"
120287,"Kosovo","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2017=100"
32335,"Bulgaria","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32365,"Croatia","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32336,"Czechia","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32341,"Estonia","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32337,"Hungary","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32342,"Latvia","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32343,"Lithuania","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
144939,"Moldova","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
145131,"Montenegro","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32338,"Poland","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32344,"Romania","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
145132,"Serbia","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32340,"Slovakia","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32339,"Slovenia","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
32366,"Turkey","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2015=100"
120285,"Kosovo","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2012=100"
120155,"Albania","(m) Industrial output (BCD - NACE Rev. 2)","index real, quarterly average, 2010=100"
22,"Russia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2014 = 100"
53468,"Ukraine","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2007 = 100"
53328,"Russia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2002 = 100"
16,"Bulgaria","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
17,"Croatia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
18,"Czechia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
25,"Estonia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
19,"Hungary","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
26,"Latvia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
27,"Lithuania","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
29,"Montenegro","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
20,"Poland","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
21,"Romania","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
1693,"Russia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
23,"Slovakia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
24,"Slovenia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 2000 = 100"
1667,"Romania","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 1998 = 100"
1639,"Croatia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 1995 = 100"
1640,"Czechia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 1995 = 100"
1665,"Romania","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 1995 = 100"
1641,"Hungary","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 1992 = 100"
1660,"Romania","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 1991 = 100"
1631,"Czechia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 1990 = 100"
1635,"Slovakia","(m) Industrial output (CDE - NACE Rev. 1)","index real, monthly average, 1990 = 100"
30,"Serbia","(m) Industrial output (CDE - NACE Rev. 1)","index real, December 2001 = 100"
28,"North Macedonia","(m) Industrial output (CDE - NACE Rev. 1)","index real, December 2000 = 100"
1638,"Bulgaria","(m) Industrial output (CDE - NACE Rev. 1)","index real, previous period = 100"
1647,"Bulgaria","(m) Industrial output (CDE - NACE Rev. 1)","index real, corresponding period of previous year = 100"
1648,"Croatia","(m) Industrial output (CDE - NACE Rev. 1)","index real, corresponding period of previous year = 100"
79,"Czechia","(m) Industrial output (CDE - NACE Rev. 1)","index real, corresponding period of previous year = 100"
1652,"Slovakia","(m) Industrial output (CDE - NACE Rev. 1)","index real, corresponding period of previous year = 100"
1629,"Bulgaria","(m) Industrial output (CDE - NACE Rev. 1)","index real, cumulated corresp. period of prev. year = 100"
1655,"Croatia","(m) Industrial output (CDE - NACE Rev. 1)","index real, cumulated corresp. period of prev. year = 100"
80,"Czechia","(m) Industrial output (CDE - NACE Rev. 1)","index real, cumulated corresp. period of prev. year = 100"
1656,"Slovakia","(m) Industrial output (CDE - NACE Rev. 1)","index real, cumulated corresp. period of prev. year = 100"
119339,"Austria","(m) Construction output (F  - NACE Rev. 2)","index real, monthly average, 2015 = 100"
141081,"Germany","(m) Construction output (F  - NACE Rev. 2)","index real, monthly average, 2015 = 100"
144079,"Kazakhstan","(m) Construction output (F  - NACE Rev. 2)","index real, monthly average, 2015 = 100"
102942,"Russia","(m) Construction output (F  - NACE Rev. 2)","index real, monthly average, 2015 = 100"
119442,"Ukraine","(m) Construction output (F  - NACE Rev. 2)","index real, monthly average, 2015 = 100"
32377,"Croatia","(m) Construction output (F  - NACE Rev. 2)","index real, monthly average, 2010 = 100"
1650,"Poland","(m) Construction output (F  - NACE Rev. 2)","index real, monthly average, 2005 = 100"
32378,"Croatia","(m) Construction output (F  - NACE Rev. 2)","index real, previous period = 100"
144078,"Kazakhstan","(m) Construction output (F  - NACE Rev. 2)","index real, previous period = 100"
119340,"Austria","(m) Construction output (F  - NACE Rev. 2)","index real, corresponding period of previous year = 100"
32379,"Croatia","(m) Construction output (F  - NACE Rev. 2)","index real, corresponding period of previous year = 100"
141082,"Germany","(m) Construction output (F  - NACE Rev. 2)","index real, corresponding period of previous year = 100"
32380,"Croatia","(m) Construction output (F  - NACE Rev. 2)","index real, cumulated corresp. period of prev. year = 100"
119904,"Bosnia and Herzegovina","(m) Construction output (F  - NACE Rev. 2)","index real, quarterly average, 2010=100"
53502,"Russia","(m) Construction output (F - NACE Rev. 1)","index real, monthly average, 2005 = 100"
